date,call_type,call_count,district,latitude,longitude,response_time,destruction_scale,event_category,event_name,event_radius_km,event_description,anomaly_flag
2023-05-13,Fire,37,Allahabad,25.6347,81.8834,14.1,8.6,Natural,Forest Fire,50,Wildfire spreading through forest areas threatening nearby settlements.,True
2023-05-13,Disaster,99,Aizawl,23.9057,92.7913,23.2,6.2,Natural,Dust Storm,106,Severe dust storm reducing visibility and causing respiratory issues.,False
2023-05-13,Disaster,96,Amritsar,31.5104,74.9161,30.6,6.8,Natural,Heatwave,139,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2023-05-14,Medical,53,Varanasi,25.136,82.947,12.1,6.5,Healthcare,Heatstroke Wave,5,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2023-05-14,Disaster,75,Amritsar,31.791,74.8469,25.1,8.0,Natural,Dust Storm,89,Severe dust storm reducing visibility and causing respiratory issues.,False
2023-05-14,Medical,118,Bengaluru,13.0811,77.5497,8.8,2.0,Healthcare,Heatstroke Wave,72,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2023-05-14,Fire,14,Shillong,25.6359,91.9553,15.8,4.2,Natural,Forest Fire,72,Wildfire spreading through forest areas threatening nearby settlements.,False
2023-05-14,Disaster,89,Mysore,12.1987,76.634,27.7,9.4,Natural,Drought,147,Prolonged dry period affecting agriculture and water availability.,True
2023-05-14,Medical,50,Visakhapatnam,17.6986,83.393,11.3,3.4,Healthcare,Heatstroke Wave,42,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2023-05-15,Disaster,82,Jaipur,26.7247,75.6741,30.2,7.4,Natural,Heatwave,84,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2023-05-15,Fire,13,Leh,34.3436,77.4168,18.3,9.5,Natural,Forest Fire,69,Wildfire spreading through forest areas threatening nearby settlements.,True
2023-05-15,Fire,14,Goa,15.2354,74.0797,19.2,5.9,Natural,Forest Fire,21,Wildfire spreading through forest areas threatening nearby settlements.,False
2023-05-15,Disaster,95,Agartala,24.0231,91.4263,20.9,7.0,Natural,Dust Storm,124,Severe dust storm reducing visibility and causing respiratory issues.,False
2023-05-15,Medical,76,Goa,15.1606,74.0833,14.1,4.2,Healthcare,Heatstroke Wave,88,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2023-05-15,Disaster,47,Imphal,24.8813,94.1286,21.1,4.9,Natural,Heatwave,62,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2023-05-15,Fire,32,Aizawl,23.6434,92.8087,17.2,5.6,Natural,Forest Fire,68,Wildfire spreading through forest areas threatening nearby settlements.,False
2023-05-15,Fire,20,Ahmedabad,23.1458,72.693,11.0,7.5,Natural,Forest Fire,9,Wildfire spreading through forest areas threatening nearby settlements.,False
2023-05-16,Fire,28,Mumbai,18.8951,72.7616,13.6,5.1,Natural,Forest Fire,13,Wildfire spreading through forest areas threatening nearby settlements.,False
2023-05-16,Medical,59,Mangalore,12.8141,74.8067,12.6,5.5,Healthcare,Heatstroke Wave,62,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2023-05-16,Medical,72,Bengaluru,12.7844,77.4066,8.6,4.2,Healthcare,Heatstroke Wave,87,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2023-05-16,Medical,99,Chennai,13.0417,80.2551,11.4,3.8,Healthcare,Gastroenteritis Outbreak,72,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2023-05-16,Medical,77,Ahmedabad,23.2134,72.4236,8.5,3.2,Healthcare,Heatstroke Wave,57,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2023-05-16,Disaster,58,Aizawl,23.8225,92.7442,19.9,5.4,Natural,Heatwave,86,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2023-05-17,Medical,120,Mumbai,19.2757,72.791,8.8,4.9,Healthcare,Heatstroke Wave,18,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2023-05-17,Disaster,70,Agra,27.217,77.8346,21.2,7.9,Natural,Dust Storm,79,Severe dust storm reducing visibility and causing respiratory issues.,False
2023-05-17,Medical,59,Kochi,10.0741,76.2913,14.7,4.7,Healthcare,Gastroenteritis Outbreak,142,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2023-05-17,Medical,49,Mysore,12.2911,76.5486,16.7,6.5,Healthcare,Heatstroke Wave,95,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2023-05-17,Disaster,81,Shillong,25.6504,91.9034,34.1,5.7,Natural,Heatwave,108,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2023-05-17,Fire,12,Odisha,20.3213,84.5824,18.8,4.7,Natural,Forest Fire,100,Wildfire spreading through forest areas threatening nearby settlements.,False
2023-05-17,Disaster,57,Gwalior,26.0574,78.1781,24.9,5.8,Natural,Dust Storm,113,Severe dust storm reducing visibility and causing respiratory issues.,False
2023-05-17,Fire,35,Raipur,21.2657,81.5096,21.8,8.5,Natural,Forest Fire,117,Wildfire spreading through forest areas threatening nearby settlements.,True
2023-05-18,Disaster,141,Bengaluru,12.9259,77.7251,22.4,9.0,Natural,Drought,173,Prolonged dry period affecting agriculture and water availability.,True
2023-05-18,Disaster,55,Hyderabad,17.2197,78.5385,21.2,4.5,Natural,Drought,172,Prolonged dry period affecting agriculture and water availability.,False
2023-05-18,Medical,78,Srinagar,33.9322,74.97,14.9,4.5,Healthcare,Gastroenteritis Outbreak,70,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2023-05-18,Disaster,65,Ranchi,23.3535,85.1234,32.7,7.6,Natural,Dust Storm,125,Severe dust storm reducing visibility and causing respiratory issues.,False
2023-05-18,Medical,78,Thiruvananthapuram,8.4194,76.905,11.8,6.1,Healthcare,Heatstroke Wave,30,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2023-05-18,Fire,19,Guwahati,26.1325,91.8681,13.3,4.1,Natural,Forest Fire,6,Wildfire spreading through forest areas threatening nearby settlements.,False
2023-05-18,Medical,72,Coimbatore,11.032,77.0532,14.1,3.7,Healthcare,Gastroenteritis Outbreak,45,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2023-05-18,Medical,61,Raipur,21.1322,81.4709,14.0,5.5,Healthcare,Heatstroke Wave,44,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2023-05-18,Disaster,84,Ahmedabad,22.8608,72.6695,24.4,4.2,Natural,Heatwave,66,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2023-05-18,Medical,68,Gwalior,26.0242,78.0095,14.6,4.7,Healthcare,Heatstroke Wave,112,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2023-05-19,Disaster,62,Bhopal,23.3354,77.2966,22.1,9.3,Natural,Dust Storm,74,Severe dust storm reducing visibility and causing respiratory issues.,True
2023-05-19,Disaster,161,Bengaluru,12.8899,77.4391,22.6,7.0,Natural,Drought,128,Prolonged dry period affecting agriculture and water availability.,False
2023-05-19,Fire,21,Shillong,25.4497,91.9486,13.0,4.3,Natural,Forest Fire,5,Wildfire spreading through forest areas threatening nearby settlements.,False
2023-05-19,Disaster,67,Jaipur,26.891,75.7262,27.9,5.4,Natural,Dust Storm,116,Severe dust storm reducing visibility and causing respiratory issues.,False
2023-05-19,Disaster,40,Shimla,31.2467,76.9821,22.8,7.8,Natural,Dust Storm,13,Severe dust storm reducing visibility and causing respiratory issues.,False
2023-05-19,Disaster,98,Raipur,21.1146,81.5173,26.1,5.4,Natural,Drought,82,Prolonged dry period affecting agriculture and water availability.,False
2023-05-19,Disaster,98,Mysore,12.2141,76.8078,36.6,5.3,Natural,Heatwave,138,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2023-05-19,Medical,37,Patna,25.5438,85.1268,11.5,6.0,Healthcare,Heatstroke Wave,115,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2023-05-20,Disaster,67,Agra,27.2017,78.0294,26.9,6.7,Natural,Dust Storm,41,Severe dust storm reducing visibility and causing respiratory issues.,False
2023-05-20,Medical,35,Lucknow,26.8773,81.1431,13.2,6.6,Healthcare,Gastroenteritis Outbreak,11,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2023-05-20,Medical,61,Imphal,24.9983,93.8437,12.8,4.8,Healthcare,Gastroenteritis Outbreak,55,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2023-05-20,Disaster,75,Mangalore,13.0494,74.7766,26.2,9.3,Natural,Heatwave,98,Prolonged period of extremely high temperatures affecting vulnerable populations.,True
2023-05-20,Fire,16,Shillong,25.4718,91.7828,15.0,7.7,Natural,Forest Fire,29,Wildfire spreading through forest areas threatening nearby settlements.,False
2023-05-20,Medical,69,Guwahati,25.9521,91.9336,14.6,3.8,Healthcare,Gastroenteritis Outbreak,69,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2023-05-20,Fire,27,Shimla,31.138,77.2388,17.5,4.1,Natural,Forest Fire,59,Wildfire spreading through forest areas threatening nearby settlements.,False
2023-05-20,Fire,27,Chandigarh,30.5462,76.8435,18.0,8.2,Natural,Forest Fire,144,Wildfire spreading through forest areas threatening nearby settlements.,True
2023-05-20,Fire,16,Pune,18.68,74.051,13.7,5.4,Natural,Forest Fire,26,Wildfire spreading through forest areas threatening nearby settlements.,False
2023-05-21,Disaster,92,Nagpur,20.9754,79.177,28.7,4.5,Natural,Heatwave,54,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2023-05-21,Disaster,68,Ahmedabad,23.2181,72.6179,21.7,6.9,Natural,Dust Storm,31,Severe dust storm reducing visibility and causing respiratory issues.,False
2023-05-21,Disaster,86,Chandigarh,30.6474,76.9741,22.4,7.1,Natural,Heatwave,76,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2023-05-21,Fire,16,Visakhapatnam,17.5372,83.2071,13.2,8.8,Natural,Forest Fire,49,Wildfire spreading through forest areas threatening nearby settlements.,True
2023-05-21,Medical,70,Odisha,20.6105,84.4998,14.4,5.3,Healthcare,Heatstroke Wave,93,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2023-05-21,Fire,16,Jodhpur,26.0896,73.1183,21.6,6.4,Natural,Forest Fire,7,Wildfire spreading through forest areas threatening nearby settlements.,False
2023-05-21,Medical,47,Ranchi,23.4617,85.336,11.6,3.6,Healthcare,Heatstroke Wave,85,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2023-05-21,Medical,64,Surat,21.0413,72.9044,15.3,2.3,Healthcare,Gastroenteritis Outbreak,144,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2023-05-21,Medical,75,Varanasi,25.3684,82.881,14.0,2.4,Healthcare,Gastroenteritis Outbreak,125,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2023-05-22,Medical,53,Jaipur,26.9013,75.6957,14.3,2.1,Healthcare,Heatstroke Wave,107,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2023-05-22,Fire,29,Bhopal,23.197,77.3004,20.6,8.5,Natural,Forest Fire,128,Wildfire spreading through forest areas threatening nearby settlements.,True
2023-05-22,Fire,37,Shillong,25.6463,91.9523,14.2,6.6,Natural,Forest Fire,103,Wildfire spreading through forest areas threatening nearby settlements.,False
2023-05-22,Fire,28,Udaipur,24.73,73.7579,18.7,9.0,Natural,Forest Fire,81,Wildfire spreading through forest areas threatening nearby settlements.,True
2023-05-22,Disaster,80,Goa,15.221,74.121,23.7,9.2,Natural,Heatwave,128,Prolonged period of extremely high temperatures affecting vulnerable populations.,True
2023-05-22,Disaster,144,Mumbai,18.9864,72.9602,16.1,5.5,Natural,Drought,127,Prolonged dry period affecting agriculture and water availability.,False
2023-05-22,Medical,78,Srinagar,34.0886,74.9002,13.0,2.0,Healthcare,Gastroenteritis Outbreak,147,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2023-05-22,Medical,49,Gangtok,27.3361,88.4898,16.4,4.7,Healthcare,Heatstroke Wave,75,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2023-05-22,Disaster,50,Imphal,24.721,93.8713,19.8,4.9,Natural,Drought,178,Prolonged dry period affecting agriculture and water availability.,False
2023-05-23,Disaster,40,Shillong,25.6733,91.9452,24.7,8.8,Natural,Heatwave,51,Prolonged period of extremely high temperatures affecting vulnerable populations.,True
2023-05-23,Fire,13,Varanasi,25.2598,82.9665,16.0,6.8,Natural,Forest Fire,54,Wildfire spreading through forest areas threatening nearby settlements.,False
2023-05-23,Disaster,73,Ahmedabad,23.1926,72.3745,16.6,5.2,Natural,Heatwave,74,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2023-05-23,Fire,23,Srinagar,34.1887,74.992,14.3,5.9,Natural,Forest Fire,108,Wildfire spreading through forest areas threatening nearby settlements.,False
2023-05-23,Medical,78,Udaipur,24.4291,73.6677,16.1,2.3,Healthcare,Gastroenteritis Outbreak,60,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2023-05-23,Disaster,83,Agra,27.1523,78.0437,34.8,8.6,Natural,Heatwave,104,Prolonged period of extremely high temperatures affecting vulnerable populations.,True
2023-05-23,Medical,60,Gangtok,27.3055,88.7127,10.4,6.2,Healthcare,Heatstroke Wave,23,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2023-05-23,Disaster,80,Chennai,13.2279,80.2794,19.5,8.3,Natural,Drought,87,Prolonged dry period affecting agriculture and water availability.,True
2023-05-24,Disaster,47,Vijayawada,16.5383,80.7618,24.2,4.1,Natural,Drought,190,Prolonged dry period affecting agriculture and water availability.,False
2023-05-24,Disaster,42,Pune,18.3346,74.0144,24.4,6.7,Natural,Heatwave,103,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2023-05-24,Disaster,219,Kolkata,22.453,88.2282,21.3,7.1,Natural,Drought,110,Prolonged dry period affecting agriculture and water availability.,True
2023-05-24,Disaster,88,Delhi,28.64,77.3486,23.9,6.1,Natural,Heatwave,139,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2023-05-24,Disaster,68,Vadodara,22.1914,73.2342,26.0,8.9,Natural,Drought,134,Prolonged dry period affecting agriculture and water availability.,True
2023-05-24,Fire,15,Chandigarh,30.5527,76.8944,12.8,7.8,Natural,Forest Fire,31,Wildfire spreading through forest areas threatening nearby settlements.,False
2023-05-24,Medical,193,Bengaluru,13.015,77.5402,10.6,3.5,Healthcare,Heatstroke Wave,32,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2023-05-24,Fire,39,Udaipur,24.434,73.6637,17.5,4.2,Natural,Forest Fire,36,Wildfire spreading through forest areas threatening nearby settlements.,False
2023-05-24,Medical,75,Imphal,24.6746,93.9581,16.5,4.9,Healthcare,Gastroenteritis Outbreak,104,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2023-05-25,Disaster,74,Leh,34.2861,77.5713,22.5,8.4,Natural,Heatwave,74,Prolonged period of extremely high temperatures affecting vulnerable populations.,True
2023-05-25,Disaster,51,Kohima,25.6677,94.1557,27.9,4.8,Natural,Drought,87,Prolonged dry period affecting agriculture and water availability.,False
2023-05-25,Disaster,78,Leh,34.1711,77.504,31.8,7.6,Natural,Dust Storm,69,Severe dust storm reducing visibility and causing respiratory issues.,False
2023-05-25,Disaster,98,Dehradun,30.1482,77.9346,29.4,4.0,Natural,Heatwave,68,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2023-05-25,Medical,43,Amritsar,31.4731,75.0248,16.5,6.4,Healthcare,Heatstroke Wave,118,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2023-05-26,Disaster,200,Delhi,28.6487,77.3718,24.7,6.1,Natural,Heatwave,61,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2023-05-26,Medical,90,Kolkata,22.5256,88.4372,9.6,5.0,Healthcare,Heatstroke Wave,80,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2023-05-26,Medical,78,Hyderabad,17.2445,78.4831,10.1,4.7,Healthcare,Heatstroke Wave,92,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2023-05-26,Disaster,81,Patna,25.7198,85.3087,34.7,6.5,Natural,Dust Storm,127,Severe dust storm reducing visibility and causing respiratory issues.,False
2023-05-26,Medical,70,Hyderabad,17.564,78.6866,10.6,4.3,Healthcare,Gastroenteritis Outbreak,121,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2023-05-26,Disaster,89,Surat,21.1909,72.8151,22.5,7.9,Natural,Heatwave,93,Prolonged period of extremely high temperatures affecting vulnerable populations.,False
2023-05-27,Disaster,96,Udaipur,24.6206,73.674,33.0,6.1,Natural,Dust Storm,11,Severe dust storm reducing visibility and causing respiratory issues.,False
2023-05-27,Medical,78,Visakhapatnam,17.7067,83.196,13.2,5.4,Healthcare,Heatstroke Wave,47,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
